file_names,clothing_category,texture,fabric,fit
Floral_Print_Peasant_Blouse-img_00000002.jpg,3,1 0 0 0 0 0 0 ,0 1 0 0 0 0 ,0 0 1 
Striped_Mandarin_Collar_Blouse-img_00000037.jpg,3,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Structured_Quilted_Jacket-img_00000030.jpg,11,0 0 0 0 0 1 0 ,0 0 0 1 0 0 ,0 0 1 
Marled_Side-Slit_Maxi_Dress-img_00000003.jpg,41,0 0 1 0 0 0 0 ,0 0 0 0 0 1 ,0 0 1 
Contrast_Crew_Neck_Tee-img_00000032.jpg,18,0 0 0 0 0 1 0 ,0 0 0 0 0 1 ,0 0 1 
Striped_Box-Pleated_Skirt-img_00000033.jpg,33,0 0 0 0 1 0 0 ,0 0 1 0 0 0 ,0 0 1 
Botanical_Floral_Shift_Dress-img_00000077.jpg,41,1 0 0 0 0 0 0 ,0 0 1 0 0 0 ,0 1 0 
Boxy_Split-Neck_Blouse-img_00000085.jpg,3,0 0 0 0 0 1 0 ,0 1 0 0 0 0 ,0 0 1 
Crisscross_Bodycon_Dress-img_00000030.jpg,41,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,1 0 0 
Floral_Lace_Mini_Dress-img_00000043.jpg,41,0 0 0 1 0 0 0 ,0 1 0 0 0 0 ,0 0 1 
Daydreamer_Crocheted_Dress-img_00000017.jpg,41,0 0 0 1 0 0 0 ,0 0 0 0 0 1 ,0 0 1 
Embroidered-Mesh_Drop-Waist_Cami_Dress-img_00000010.jpg,41,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Stretch_Fit_Classic_Skinny_Jeans-img_00000051.jpg,26,0 0 0 0 0 1 0 ,1 0 0 0 0 0 ,0 0 1 
Raglan_Cable_Knit_Cardigan-img_00000050.jpg,6,0 0 0 0 0 1 0 ,0 0 0 0 0 1 ,0 0 1 
Striped_Faux_Leather_Shorts-img_00000047.jpg,32,0 0 0 0 0 1 0 ,0 0 0 1 0 0 ,1 0 0 
Betty_Boop_PJ_Shorts-img_00000038.jpg,32,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Lace_Love_Maxi_Dress-img_00000075.jpg,41,0 0 0 1 0 0 0 ,0 1 0 0 0 0 ,0 0 1 
Longline_Shift_Dress-img_00000032.jpg,41,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Abstract_Print_Halter_Jumpsuit-img_00000020.jpg,42,1 0 0 0 0 0 0 ,0 1 0 0 0 0 ,1 0 0 
Ditsy_Floral_Print_Blouse-img_00000011.jpg,3,1 0 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Floral_Print_Shirt_Dress-img_00000055.jpg,41,1 0 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Floral_Lace_Cami_Dress-img_00000006.jpg,41,1 0 0 0 0 0 0 ,0 1 0 0 0 0 ,0 0 1 
Asymmetrical_Loose_Knit_Top-img_00000017.jpg,19,0 0 0 0 0 1 0 ,0 0 0 0 0 1 ,0 1 0 
Daisy_Print_Shorts-img_00000033.jpg,32,1 0 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Beaded_Cutout_Top-img_00000047.jpg,19,1 0 0 0 0 0 0 ,0 1 0 0 0 0 ,1 0 0 
Open-Shoulder_Eyelash_Lace_Dress-img_00000012.jpg,41,0 0 0 1 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Caged_V-Cut_Dress-img_00000059.jpg,41,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Pleated_Woven_Dress-img_00000003.jpg,41,1 0 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Caged-Back_Chiffon_Jumpsuit-img_00000014.jpg,42,0 0 0 0 0 1 0 ,0 1 0 0 0 0 ,0 0 1 
Textured_Knit_Cardigan-img_00000017.jpg,6,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Waffle-Sleeve_Raglan_Sweater-img_00000021.jpg,16,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Floral_Tribal_Print_Babydoll_Dress-img_00000041.jpg,41,1 0 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Cutout-Back_Floral_Print_Dress-img_00000006.jpg,41,1 0 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Textured_Maxi_Cardigan-img_00000023.jpg,6,0 0 0 0 0 1 0 ,0 0 0 0 0 1 ,0 0 1 
Colorblocked_Bomber_Jacket-img_00000001.jpg,11,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Colorblock_Cutout_Jumpsuit-img_00000027.jpg,42,0 0 0 0 0 1 0 ,0 1 0 0 0 0 ,0 0 1 
Ruffled_Lace-Up_Blouse-img_00000006.jpg,3,0 0 0 1 0 0 0 ,0 1 0 0 0 0 ,0 0 1 
Embroidered_Daisy_Dress-img_00000014.jpg,41,1 0 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Rhinestone_Beaded_Sweater-img_00000034.jpg,16,0 0 0 0 0 1 0 ,0 0 0 0 0 1 ,0 0 1 
Stripe_V-Neck_Tee-img_00000066.jpg,18,0 0 1 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Spotted_Rose_Bodycon_Dress-img_00000031.jpg,41,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,1 0 0 
Mesh-Paneled_Romper-img_00000014.jpg,48,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,1 0 0 
Layered_Halter_Jumpsuit-img_00000025.jpg,42,1 0 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Damask_Mesh_Bodycon_Dress-img_00000031.jpg,41,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Ruched_Knit_Sheath_Dress-img_00000029.jpg,41,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,1 0 0 
Distressed_Boyfriend_Jeans-img_00000087.jpg,26,0 0 0 0 0 1 0 ,1 0 0 0 0 0 ,0 0 1 
Star_Wars_Graphic_Boxy_Tee-img_00000032.jpg,18,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
High-Slit_Longline_Jacket-img_00000024.jpg,11,0 0 0 1 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Peter_Pan_Collar_Dress-img_00000067.jpg,41,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Twisted_Open-Back_Tee-img_00000024.jpg,18,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Floral_Print_Peasant_Blouse-img_00000008.jpg,3,1 0 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Burnout_Knit_Shredded-Back_Tee-img_00000007.jpg,18,0 0 1 0 0 0 0 ,0 1 0 0 0 0 ,0 0 1 
Speckled_Pencil_Skirt-img_00000009.jpg,33,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,1 0 0 
Tasseled_Open-Knit_Cardigan-img_00000020.jpg,6,0 1 0 0 0 0 0 ,0 0 0 0 0 1 ,0 0 1 
Buttoned_Rose_Print_Skirt-img_00000006.jpg,33,0 0 0 0 0 1 0 ,0 1 0 0 0 0 ,0 0 1 
Classic_Long_Sleeve_Top-img_00000024.jpg,19,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Floral_Printed_Side-Tie_Blouse-img_00000019.jpg,3,1 0 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Cami_Peplum_Top-img_00000002.jpg,19,0 0 0 0 0 0 1 ,0 0 1 0 0 0 ,0 0 1 
Embroidered_Pintucked_Blouse-img_00000076.jpg,3,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Eyelash_Lace_Trim_Blouse-img_00000083.jpg,3,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,1 0 0 
Quilted_Faux_Leather_Skirt-img_00000022.jpg,33,0 0 0 0 0 1 0 ,0 0 0 1 0 0 ,0 0 1 
Faux_Leather_Hooded_Jacket-img_00000026.jpg,11,0 0 0 0 0 1 0 ,0 0 0 1 0 0 ,0 0 1 
Dotted_Bow_Blouse-img_00000054.jpg,3,0 1 0 0 0 0 0 ,0 1 0 0 0 0 ,0 0 1 
Marled_Dolman-Sleeve_Hoodie-img_00000017.jpg,10,0 0 0 0 0 1 0 ,0 0 0 0 0 1 ,0 0 1 
Strapless_Wide-Leg_Jumpsuit-img_00000003.jpg,42,0 0 0 0 1 0 0 ,0 0 1 0 0 0 ,0 0 1 
Two-Tone_Loose-Knit_Sweater-img_00000013.jpg,16,0 0 0 0 0 1 0 ,0 0 0 0 0 1 ,0 0 1 
Everyday_Fold-Over_Leggings-img_00000019.jpg,30,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,1 0 0 
Cuffed_Herringbone_Shorts-img_00000020.jpg,32,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Geo_Print_Romper-img_00000015.jpg,48,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Belted_Chino_Shorts-img_00000001.jpg,32,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Varsity-Striped_Trim_Sweater-img_00000013.jpg,16,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 1 0 
Strapless_Floral_Print_Dress-img_00000013.jpg,41,1 0 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Tribal_Print_Maxi_Dress-img_00000041.jpg,41,1 0 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Utility_Pocket_Shorts-img_00000046.jpg,32,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Striped_Longline_Baseball_Tee-img_00000003.jpg,18,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Chiffon_Shift_Dress-img_00000055.jpg,41,0 0 0 1 0 0 0 ,0 1 0 0 0 0 ,0 0 1 
Colorblocked_Workout_Shorts-img_00000003.jpg,32,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,1 0 0 
Dotted_Chiffon_Blouse-img_00000089.jpg,3,0 1 0 0 0 0 0 ,0 1 0 0 0 0 ,0 0 1 
Cargo_Joggers-img_00000074.jpg,29,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Heathered_Muscle_Tee-img_00000005.jpg,18,0 0 0 0 0 1 0 ,0 0 0 0 0 1 ,0 0 1 
Mixed_Ornate_Print_Blouse-img_00000030.jpg,3,0 0 0 0 0 1 0 ,1 0 0 0 0 0 ,0 0 1 
Utility_Pocket_Shorts-img_00000013.jpg,32,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Heathered_Pocket_Babydoll_Dress-img_00000020.jpg,41,0 0 0 1 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Cloud_Wash_Skinny_Jeans-img_00000029.jpg,26,0 0 0 0 0 1 0 ,1 0 0 0 0 0 ,1 0 0 
The_Rolling_Stones_Graphic_Tee-img_00000023.jpg,18,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Abstract_Zig_Zag_Sweatpants-img_00000013.jpg,34,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Abstract_Print_Maxi_Skirt-img_00000006.jpg,33,1 0 0 0 0 0 0 ,0 1 0 0 0 0 ,0 0 1 
Off-The-Shoulder_Blouse-img_00000021.jpg,3,0 0 0 1 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Mandarin_Collar_Blouse-img_00000097.jpg,3,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Daisy_Cutoff_Shorts-img_00000028.jpg,32,0 0 0 0 0 1 0 ,1 0 0 0 0 0 ,0 0 1 
Striped_Colorblock_Tank-img_00000012.jpg,17,0 0 1 0 0 0 0 ,0 1 0 0 0 0 ,0 0 1 
Striped_Lace_Dress-img_00000080.jpg,41,0 0 0 1 0 0 0 ,0 0 1 0 0 0 ,1 0 0 
Slim_Fit_Moto_Jeans-img_00000047.jpg,26,0 1 0 0 0 0 0 ,1 0 0 0 0 0 ,1 0 0 
Origami_Crepe_Dress-img_00000045.jpg,41,0 0 0 0 0 1 0 ,0 1 0 0 0 0 ,0 0 1 
Chiffon_Button-Front_Top-img_00000014.jpg,19,0 0 0 1 0 0 0 ,0 1 0 0 0 0 ,0 0 1 
Pleated_Overall_Skirt-img_00000007.jpg,33,0 0 0 0 1 0 0 ,0 0 1 0 0 0 ,0 0 1 
Floral_Keyhole-Back_Dress-img_00000052.jpg,41,1 0 0 0 0 0 0 ,0 1 0 0 0 0 ,0 0 1 
Sleeveless_Hoodie-img_00000039.jpg,10,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Embroidered_Crepe_Shorts-img_00000002.jpg,32,0 0 0 0 0 1 0 ,1 0 0 0 0 0 ,0 0 1 
Floral_Mosaic_Print_Jumpsuit-img_00000041.jpg,42,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
High-Waisted_Capri_Leggings-img_00000048.jpg,30,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,1 0 0 
Mixed_Geo_Print_Tee-img_00000009.jpg,18,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Faux_Leather_Cami_Dress-img_00000038.jpg,41,0 0 0 0 0 1 0 ,0 0 0 1 0 0 ,0 0 1 
Split-Neck_Chiffon_Blouse-img_00000001.jpg,3,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Polka_Dot_Matelot_Shorts-img_00000005.jpg,32,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Chiffon_Plaid_Blouse-img_00000017.jpg,3,0 0 0 0 0 0 1 ,0 1 0 0 0 0 ,0 0 1 
Rope-Drawstring_Swim_Trunks-img_00000017.jpg,36,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Chic_95_Tee-img_00000040.jpg,18,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Free_to_Be_Draped_Jumpsuit-img_00000008.jpg,42,0 0 0 0 1 0 0 ,0 0 1 0 0 0 ,0 0 1 
Classic_Knit_Tee-img_00000025.jpg,18,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
The_Beatles_Muscle_Tee-img_00000063.jpg,18,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Sweetheart_High-Low_Dress-img_00000007.jpg,41,0 0 0 0 0 1 0 ,0 1 0 0 0 0 ,0 0 1 
Fold-Over_Yoga_Shorts-img_00000036.jpg,32,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Velveteen_Denim_Shorts-img_00000012.jpg,32,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Textured_Open_Front_Blazer-img_00000132.jpg,2,0 0 0 0 0 0 1 ,0 0 1 0 0 0 ,0 0 1 
Ribbed_Turtleneck_Sweater_Dress-img_00000009.jpg,41,0 0 0 0 0 1 0 ,0 0 0 0 0 1 ,1 0 0 
Collared_Surplice_Blouse-img_00000077.jpg,3,0 0 0 0 0 1 0 ,0 1 0 0 0 0 ,0 0 1 
Crocheted_Peter_Pan_Collar_Dress-img_00000037.jpg,41,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Colorblock_Trapeze_Dress-img_00000026.jpg,41,0 0 1 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Cap-Sleeved_Lace_Blouse-img_00000086.jpg,3,0 0 0 1 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Distressed_Acid_Wash_Cutoffs-img_00000001.jpg,24,0 0 0 0 0 1 0 ,1 0 0 0 0 0 ,0 0 1 
Morning_Allergy_Graphic_Tee-img_00000006.jpg,18,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Braided-Back_Abstract_Maxi_Dress-img_00000012.jpg,41,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Strapless_Romper-img_00000062.jpg,48,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Brushstroke_Print_Shirt_Dress-img_00000056.jpg,41,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Beaded_Lace_Top-img_00000042.jpg,19,0 0 0 0 0 1 0 ,0 0 0 0 0 1 ,0 0 1 
Abstract_Print_Zipper_Blouse-img_00000079.jpg,3,1 0 0 0 0 0 0 ,0 1 0 0 0 0 ,0 0 1 
Plaid_Trim_Pocket_Tee-img_00000018.jpg,18,0 0 0 0 0 0 1 ,0 0 1 0 0 0 ,0 0 1 
Barbie_Perfect_Tee-img_00000057.jpg,18,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 1 0 
Sequined_Geo_Pattern_Dress-img_00000012.jpg,41,1 0 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Seamless_Athletic_Tank-img_00000050.jpg,17,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,1 0 0 
Lace-Paneled_Maxi_Dress-img_00000040.jpg,41,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Open-Front_Multi-Stripe_Cardigan-img_00000008.jpg,6,0 0 1 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Floral_Lace-Paneled_Romper-img_00000019.jpg,48,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Scalloped_Crochet_Skirt-img_00000013.jpg,33,0 0 0 1 0 0 0 ,0 0 0 0 0 1 ,0 0 1 
Local_Heroes_Last_Clean_T-Shirt_Tee-img_00000018.jpg,18,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Textured_Open-Knit_Sweater-img_00000045.jpg,16,0 0 0 1 0 0 0 ,0 0 0 0 0 1 ,0 0 1 
Collarless_Draped-Front_Blazer-img_00000055.jpg,2,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
High-Slit_Maxi_Dress-img_00000034.jpg,41,0 0 0 0 1 0 0 ,0 0 1 0 0 0 ,0 0 1 
Flat-Front_Chinos-img_00000034.jpg,22,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Abstract_Patterned_Bodycon_Dress-img_00000005.jpg,41,1 0 0 0 0 0 0 ,0 0 1 0 0 0 ,1 0 0 
Chevron_Surplice_Jumpsuit-img_00000011.jpg,42,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Textured_Geo-Striped_Cuffed_Sweatshorts-img_00000001.jpg,35,0 0 0 0 0 1 0 ,1 0 0 0 0 0 ,1 0 0 
Slim_Cotton_Chinos-img_00000049.jpg,22,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
High-Collar_Faux_Fur_Jacket-img_00000038.jpg,11,0 0 0 0 0 1 0 ,0 0 0 0 1 0 ,0 0 1 
Ikat_Print_Chiffon_Blouse-img_00000019.jpg,3,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Heathered_Zip_Hoodie-img_00000003.jpg,10,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Sandstone_Ikat_Joggers-img_00000014.jpg,29,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Mixed_Knit_Sweater-img_00000014.jpg,16,0 1 0 0 0 0 0 ,0 0 0 0 0 1 ,0 0 1 
Striped_Linen_Ringer_Tee-img_00000009.jpg,18,0 0 1 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Cutout_T-Shirt_Dress-img_00000036.jpg,41,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
V-Neck_Pocket_Tee-img_00000077.jpg,18,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Textured_Knit_Dress-img_00000023.jpg,41,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Striped_Statue_Graphic_Tee-img_00000011.jpg,18,0 0 1 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Mirrored_Palm_Print_Tee-img_00000022.jpg,18,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Button_Front_Shirt_Dress-img_00000063.jpg,41,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Front_Row_Graphic_Tee-img_00000013.jpg,18,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,1 0 0 
Mesh-Back_Tank-img_00000019.jpg,17,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Crochet-Embroidered_Midi_Dress-img_00000034.jpg,41,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Boxy_Pintucked_Top-img_00000025.jpg,19,0 0 0 0 1 0 0 ,0 0 1 0 0 0 ,0 1 0 
Hooded_Striped_Sweater-img_00000008.jpg,16,0 0 1 0 0 0 0 ,0 0 0 0 0 1 ,0 0 1 
Beaded_Sleeveless_Shift_Dress-img_00000027.jpg,41,0 0 0 0 0 1 0 ,0 1 0 0 0 0 ,0 1 0 
Pom_Trim_Cutout_Dress-img_00000036.jpg,41,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,1 0 0 
Marble_Print_V-Back_Dress-img_00000007.jpg,41,1 0 0 0 0 0 0 ,0 1 0 0 0 0 ,0 1 0 
Mineral_Wash_Ribbed_Tank-img_00000022.jpg,17,0 0 0 1 0 0 0 ,0 0 1 0 0 0 ,1 0 0 
Boxy_Open_Mesh_Top-img_00000038.jpg,19,0 0 0 0 0 1 0 ,0 1 0 0 0 0 ,0 0 1 
Drawstring_Tribal_Print_Jumpsuit-img_00000015.jpg,42,0 1 0 0 0 0 0 ,0 1 0 0 0 0 ,0 0 1 
Faded_Stretch-Fit_Skinny_Jeans-img_00000028.jpg,26,0 0 0 0 0 1 0 ,1 0 0 0 0 0 ,1 0 0 
Longline_Batwing_Cardigan-img_00000008.jpg,6,0 0 0 0 0 1 0 ,0 0 0 0 0 1 ,0 0 1 
Moto_Babe_Tank-img_00000010.jpg,17,0 0 0 0 0 1 0 ,1 0 0 0 0 0 ,0 0 1 
Boxy_Striped_Knit_Top-img_00000043.jpg,19,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,1 0 0 
Floral_Chiffon_Maxi_Dress-img_00000001.jpg,41,1 0 0 0 0 0 0 ,0 1 0 0 0 0 ,0 0 1 
Embroidered_Self-Tie_Blouse-img_00000027.jpg,3,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Speckled_Slub_Knit_Blouse-img_00000056.jpg,3,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Floral_Print_Halter_Dress-img_00000037.jpg,41,1 0 0 0 0 0 0 ,0 1 0 0 0 0 ,0 0 1 
Pocket_Shirt_Jacket-img_00000046.jpg,11,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Contrast_Mesh_Pencil_Skirt-img_00000002.jpg,33,0 0 0 0 0 1 0 ,0 1 0 0 0 0 ,0 0 1 
Square_Neck_Cutout_Dress-img_00000053.jpg,41,0 0 0 1 0 0 0 ,0 0 1 0 0 0 ,1 0 0 
Floral_Keyhole-Back_Dress-img_00000012.jpg,41,0 0 0 1 0 0 0 ,0 0 0 0 0 1 ,0 0 1 
Cable_Knit_Mock-Neck_Sweater-img_00000042.jpg,16,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Mesh-Trimmed_Bib_Blouse-img_00000038.jpg,3,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Low-Rise_-_Distressed_Skinny_Jeans-img_00000032.jpg,26,0 0 0 0 0 1 0 ,1 0 0 0 0 0 ,1 0 0 
Longline_Crinkled_Blouse-img_00000014.jpg,3,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Heathered_Yoga_Shorts-img_00000024.jpg,32,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Fringed_Lace_Kimono-img_00000009.jpg,44,0 0 0 1 0 0 0 ,0 0 0 0 0 1 ,0 1 0 
Cotton_Twill_Trench_Coat-img_00000058.jpg,39,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Classic_Cuffed_Blazer-img_00000117.jpg,2,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,1 0 0 
Chunky_Longline_Cardigan-img_00000001.jpg,6,0 0 0 0 0 1 0 ,0 0 0 0 0 1 ,0 0 1 
Tartan_Plaid_Cuffed-Sleeve_Tee-img_00000020.jpg,18,0 0 0 0 0 0 1 ,0 0 1 0 0 0 ,0 0 1 
Longline_Open-Front_Cardigan-img_00000009.jpg,6,0 0 0 0 0 1 0 ,0 0 0 0 0 1 ,0 0 1 
Lace-Trimmed_Floral_Shorts-img_00000024.jpg,32,1 0 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Pinstriped_A-Line_Dress-img_00000014.jpg,41,0 0 1 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Lace_Paneled_Blouse-img_00000037.jpg,3,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Favorite_Mini_Skirt-img_00000005.jpg,33,0 0 0 0 0 1 0 ,1 0 0 0 0 0 ,0 0 1 
Buttoned_Lace_Panel_Top-img_00000040.jpg,19,0 0 0 1 0 0 0 ,0 1 0 0 0 0 ,0 0 1 
Mock_Neck_Tee-img_00000030.jpg,18,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Tropical_Floral_Print_Dress-img_00000013.jpg,41,1 0 0 0 0 0 0 ,0 0 1 0 0 0 ,1 0 0 
Southwestern_Print_Blouse-img_00000009.jpg,3,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
The_Lion_King_Muscle_Tee-img_00000038.jpg,18,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Abstract_V-Cut_Maxi_Dress-img_00000002.jpg,41,1 0 0 0 0 0 0 ,0 1 0 0 0 0 ,0 0 1 
Layered_Cutout_Midi_Dress-img_00000013.jpg,41,1 0 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
West_Coast_Jersey-img_00000051.jpg,12,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Drop-Sleeve_V-Neck_Sweater-img_00000041.jpg,16,0 0 0 0 0 1 0 ,0 0 0 0 0 1 ,0 0 1 
Bead-Embellished_Top-img_00000014.jpg,19,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Crepe_Drawstring_Joggers-img_00000045.jpg,29,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Brushstroke_Stripe_Deep-V_Jumpsuit-img_00000015.jpg,42,0 0 1 0 0 0 0 ,0 0 1 0 0 0 ,1 0 0 
Sleeveless_Zip-Front_Hoodie-img_00000017.jpg,10,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Dainty_A-Line_Dress-img_00000027.jpg,41,0 0 0 1 0 0 0 ,0 0 0 1 0 0 ,1 0 0 
Striped_Athletic_Jacket-img_00000011.jpg,11,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Romantic_Rose_Dress-img_00000005.jpg,41,0 0 0 0 1 0 0 ,0 1 0 0 0 0 ,0 0 1 
Quilted_Open-Front_Blazer-img_00000063.jpg,2,0 0 0 0 0 1 0 ,0 0 0 1 0 0 ,0 0 1 
Striped_Waffle_Knit_Sweater-img_00000006.jpg,16,0 0 1 0 0 0 0 ,0 0 0 0 0 1 ,0 0 1 
